DateTime,Open,High,Low,Close,Volume
2015-01-12 10:30:00,24.6415,24.6794,24.3806,24.6627,45749009
2015-01-12 11:30:00,24.6638,24.6861,24.4832,24.5345,21996494
2015-01-12 12:30:00,24.5345,24.6259,24.4564,24.4631,16730719
2015-01-12 13:30:00,24.4651,24.4721,24.2803,24.3405,26584077
2015-01-12 14:30:00,24.3405,24.394,24.2558,24.3606,20402200
2015-01-12 15:30:00,24.3606,24.4475,24.2603,24.3584,36026648
2015-01-12 16:00:00,24.3561,25.0669,24.3383,24.3762,6293031
2015-01-13 10:30:00,24.9659,25.1476,24.9425,25.1241,44468141
2015-01-13 11:30:00,25.1253,25.1253,24.9268,24.9625,30360096
2015-01-13 12:30:00,24.9645,24.9714,24.7284,24.8131,29573344
2015-01-13 13:30:00,24.8109,24.851,24.4609,24.528,36508719
2015-01-13 14:30:00,24.5278,24.5835,24.2803,24.4654,44026055
2015-01-13 15:30:00,24.4676,24.7217,24.4141,24.5735,43918924
2015-01-13 16:00:00,24.5724,25.1217,24.3004,24.5902,9959307
2015-01-14 10:30:00,24.4674,24.6011,24.3584,24.4319,30711542
2015-01-14 11:30:00,24.4342,24.4475,24.2826,24.3294,25057788
2015-01-14 12:30:00,24.3336,24.3673,24.2402,24.3205,19394374
2015-01-14 13:30:00,24.3227,24.345,24.1889,24.2826,20068508
2015-01-14 14:30:00,24.2846,24.5189,24.2603,24.3207,28429843
2015-01-14 15:30:00,24.3227,24.501,24.3164,24.4765,32823498
2015-01-14 16:00:00,24.4787,24.5055,24.3994,24.4787,13465614
2015-01-15 10:30:00,24.0262,24.2647,23.9749,24.0886,43075093
2015-01-15 11:30:00,24.0908,24.1287,23.7988,23.8835,41958879
2015-01-15 12:30:00,23.8835,23.9593,23.7787,23.8545,25963637
2015-01-15 13:30:00,23.8545,23.9526,23.8478,23.8768,21184641
2015-01-15 14:30:00,23.8748,24.054,23.8478,24.0217,22174018
2015-01-15 15:30:00,24.0217,24.0485,23.8122,23.8166,37912790
2015-01-15 16:00:00,23.8144,24.5193,23.8115,23.8478,12052238
2015-01-16 10:30:00,23.6762,23.8293,23.6026,23.7364,41325838
2015-01-16 11:30:00,23.7364,23.8255,23.4644,23.5212,36713466
2015-01-16 12:30:00,23.5212,23.6494,23.4532,23.5937,31517526
2015-01-16 13:30:00,23.5937,23.6182,23.4711,23.5981,22332428
2015-01-16 14:30:00,23.5981,23.6227,23.529,23.5881,26166690
2015-01-16 15:30:00,23.587,23.6316,23.4755,23.6271,54767201
2015-01-16 16:00:00,23.6293,23.8712,23.5892,23.6316,18912020
2015-01-20 10:30:00,23.9314,23.9883,23.7698,23.7854,29557054
2015-01-20 11:30:00,23.7854,23.9392,23.743,23.869,20820009
2015-01-20 12:30:00,23.8679,23.9854,23.8389,23.9727,13128656
2015-01-20 13:30:00,23.9727,24.0195,23.9036,24.0061,14873973
2015-01-20 14:30:00,24.0061,24.1889,23.995,24.1867,25546049
2015-01-20 15:30:00,24.1867,24.2513,24.1421,24.2357,32207012
2015-01-20 16:00:00,24.238,24.3249,23.8652,24.3205,21581818
2015-01-21 10:30:00,24.3082,24.7362,24.2837,24.7084,47112925
2015-01-21 11:30:00,24.7106,24.7596,24.5947,24.6482,26472892
2015-01-21 12:30:00,24.6482,24.6794,24.4408,24.5211,18770560
2015-01-21 13:30:00,24.5166,24.5612,24.3907,24.3918,18077587
2015-01-21 14:30:00,24.3922,24.5679,24.3472,24.5479,20563665
2015-01-21 15:30:00,24.5479,24.549,24.394,24.423,29025621
2015-01-21 16:00:00,24.4185,24.6123,24.2665,24.4119,8566271
2015-01-22 10:30:00,24.5635,24.8176,24.5568,24.802,35641142
2015-01-22 11:30:00,24.802,24.8956,24.744,24.8689,28050082
2015-01-22 12:30:00,24.8689,24.8956,24.7752,24.8123,17202761
2015-01-22 13:30:00,24.8111,24.8524,24.7708,24.8515,10761304
2015-01-22 14:30:00,24.8533,24.9647,24.8265,24.9433,18615893
2015-01-22 15:30:00,24.9447,25.074,24.9335,25.0562,39741957
2015-01-22 16:00:00,25.0584,25.0651,24.7995,25.0584,26117050
2015-01-23 10:30:00,25.1163,25.1186,24.9179,24.996,25291827
2015-01-23 11:30:00,24.9937,25.152,24.9714,25.1476,18167087
2015-01-23 12:30:00,25.1476,25.1832,25.084,25.1828,16753825
2015-01-23 13:30:00,25.1821,25.3593,25.1565,25.3304,26391605
2015-01-23 14:30:00,25.3304,25.3504,25.1743,25.2156,22059701
2015-01-23 15:30:00,25.2156,25.2211,25.1476,25.1899,32854536
2015-01-23 16:00:00,25.1877,25.2011,25.0356,25.1587,17628974
2015-01-26 10:30:00,25.346,25.4708,25.2501,25.4641,35047282
2015-01-26 11:30:00,25.4641,25.496,25.3058,25.323,28504693
2015-01-26 12:30:00,25.3237,25.3593,25.2778,25.3103,19891878
2015-01-26 13:30:00,25.3103,25.3683,25.2613,25.3391,16689070
2015-01-26 14:30:00,25.3413,25.3727,25.1699,25.2242,26613685
2015-01-26 15:30:00,25.2256,25.2769,25.1476,25.2122,34749551
2015-01-26 16:00:00,25.2144,25.3852,25.1699,25.2323,24376458
2015-01-27 10:30:00,24.7686,24.8221,24.4676,24.5523,50900058
2015-01-27 11:30:00,24.5543,24.7307,24.5434,24.6348,36073684
2015-01-27 12:30:00,24.6326,24.8354,24.5924,24.7931,29349564
2015-01-27 13:30:00,24.7931,24.8823,24.6794,24.6827,30860512
2015-01-27 14:30:00,24.6816,24.8354,24.6749,24.7418,30434789
2015-01-27 15:30:00,24.7463,24.7909,24.3071,24.3338,76175437
2015-01-27 16:00:00,24.3338,25.0602,24.3249,24.6125,18576106
2015-01-28 10:30:00,26.1107,26.3336,25.8877,25.9301,119674344
2015-01-28 11:30:00,25.9301,26.0728,25.7517,26.0215,70228911
2015-01-28 12:30:00,26.0237,26.2489,26.017,26.2244,56797473
2015-01-28 13:30:00,26.2241,26.2266,26.104,26.1876,33043691
2015-01-28 14:30:00,26.1887,26.2422,25.9557,26.095,53750651
2015-01-28 15:30:00,26.0939,26.1441,25.7094,25.7094,75463848
2015-01-28 16:00:00,25.7094,26.2154,25.696,25.7629,16289642
2015-01-29 10:30:00,26.0705,26.1552,25.9189,26.0527,62629475
2015-01-29 11:30:00,26.0527,26.1887,26.0048,26.1508,40259553
2015-01-29 12:30:00,26.151,26.1931,26.0861,26.1419,27322997
2015-01-29 13:30:00,26.1399,26.3336,26.1062,26.2979,37466594
2015-01-29 14:30:00,26.3002,26.5186,26.2689,26.5164,56172513
2015-01-29 15:30:00,26.5164,26.5721,26.349,26.5164,62136817
2015-01-29 16:00:00,26.5075,26.5454,25.9361,26.5075,10551046
2015-01-30 10:30:00,26.6658,26.7393,26.4897,26.5855,59703213
2015-01-30 11:30:00,26.5855,26.6212,26.4785,26.5677,31127924
2015-01-30 12:30:00,26.5666,26.6702,26.5565,26.61,24691967
2015-01-30 13:30:00,26.61,26.6591,26.5075,26.5766,21570645
2015-01-30 14:30:00,26.5746,26.6725,26.4897,26.5454,30538348
2015-01-30 15:30:00,26.5432,26.5588,26.0505,26.1196,77846836
2015-01-30 16:00:00,26.1196,26.6234,26.091,26.1396,26939355
2015-02-02 10:30:00,26.0126,26.1887,25.8788,26.1486,44304728
2015-02-02 11:30:00,26.1508,26.3927,26.1486,26.2912,37609161
2015-02-02 12:30:00,26.2935,26.3068,26.075,26.0948,22681279
2015-02-02 13:30:00,26.0928,26.2154,26.0059,26.0739,27986327
2015-02-02 14:30:00,26.0714,26.2422,26.0705,26.1062,23511518
2015-02-02 15:30:00,26.1055,26.5677,26.0259,26.4451,52731018
2015-02-02 16:00:00,26.4317,26.4518,26.0772,26.4473,9458868
2015-02-03 10:30:00,26.4963,26.5387,26.3314,26.3381,40892244
2015-02-03 11:30:00,26.3345,26.3804,26.2645,26.2823,28531437
2015-02-03 12:30:00,26.2689,26.3648,26.2199,26.3514,21742279
2015-02-03 13:30:00,26.3525,26.4076,26.318,26.4005,19180797
2015-02-03 14:30:00,26.3998,26.4139,26.3291,26.4005,17386349
2015-02-03 15:30:00,26.4005,26.4807,26.3447,26.4406,32646920
2015-02-03 16:00:00,26.4518,26.5258,26.3617,26.3938,19095626
2015-02-04 10:30:00,26.6591,26.7237,26.5677,26.6945,50451895
2015-02-04 11:30:00,26.6925,26.8307,26.6569,26.7483,60047667
2015-02-04 12:30:00,26.7438,26.7884,26.6212,26.7104,32808343
2015-02-04 13:30:00,26.7126,26.8196,26.6925,26.7906,21314511
2015-02-04 14:30:00,26.7906,26.8263,26.7037,26.7728,22347575
2015-02-04 15:30:00,26.775,26.8664,26.59,26.6524,56723273
2015-02-04 16:00:00,26.6524,26.7402,26.4174,26.6546,9981808
2015-02-05 10:30:00,26.8091,26.8561,26.7128,26.7822,30507114
2015-02-05 11:30:00,26.7822,26.9098,26.7621,26.8247,24888291
2015-02-05 12:30:00,26.8247,26.8359,26.7788,26.797,12125387
2015-02-05 13:30:00,26.8046,26.8426,26.7934,26.7994,10717792
2015-02-05 14:30:00,26.8015,26.8337,26.7464,26.76,17128913
2015-02-05 15:30:00,26.7621,26.8605,26.6904,26.8449,33380337
2015-02-05 16:00:00,26.8449,26.8471,26.8068,26.8449,5086921
2015-02-06 10:30:00,26.8113,26.8986,26.7979,26.8829,22730032
2015-02-06 11:30:00,26.8852,26.9143,26.8534,26.912,16121277
2015-02-06 12:30:00,26.9102,26.9143,26.7934,26.8203,18540389
2015-02-06 13:30:00,26.8205,26.8292,26.6031,26.7285,31667314
2015-02-06 14:30:00,26.7285,26.7956,26.639,26.6748,17338247
2015-02-06 15:30:00,26.6748,26.6792,26.5114,26.6143,41627694
2015-02-06 16:00:00,26.6188,26.8737,26.5808,26.6121,6701092
2015-02-09 10:30:00,26.5875,26.7195,26.5852,26.6099,27649455
2015-02-09 11:30:00,26.6099,26.7621,26.6009,26.7139,19610821
2015-02-09 12:30:00,26.7139,26.7688,26.6904,26.7576,12304196
2015-02-09 13:30:00,26.7553,26.8023,26.7151,26.7654,16306395
2015-02-09 14:30:00,26.7668,26.8225,26.7218,26.733,18168695
2015-02-09 15:30:00,26.7307,26.8203,26.6591,26.7956,33496302
2015-02-09 16:00:00,26.7921,26.8113,26.6058,26.8091,5623297
2015-02-10 10:30:00,27.0553,27.1067,26.9523,27.0284,39259563
2015-02-10 11:30:00,27.0284,27.1336,27.0195,27.1224,28833401
2015-02-10 12:30:00,27.1235,27.2433,27.1045,27.241,30620254
2015-02-10 13:30:00,27.241,27.2712,27.1873,27.2075,23443360
2015-02-10 14:30:00,27.2052,27.3216,27.203,27.3205,25419367
2015-02-10 15:30:00,27.3205,27.3395,27.2836,27.3104,39565198
2015-02-10 16:00:00,27.3104,27.3395,26.7314,27.3373,21674330
2015-02-11 10:30:00,27.6797,27.7827,27.6215,27.72,55228318
2015-02-11 11:30:00,27.7178,27.8342,27.7111,27.8185,32755482
2015-02-11 12:30:00,27.8185,27.8498,27.7446,27.7896,31204250
2015-02-11 13:30:00,27.7916,27.8319,27.6752,27.8039,29237155
2015-02-11 14:30:00,27.8051,27.9237,27.8028,27.9125,34995062
2015-02-11 15:30:00,27.9125,27.9595,27.8543,27.9483,53115646
2015-02-11 16:00:00,27.9505,27.9752,27.6007,27.9573,9750830
2015-02-12 10:30:00,28.4604,28.5325,28.3579,28.4138,63830398
2015-02-12 11:30:00,28.4138,28.4497,28.105,28.2377,53403882
2015-02-12 12:30:00,28.2388,28.3662,28.2337,28.293,27477668
2015-02-12 13:30:00,28.293,28.331,28.1833,28.3198,26911452
2015-02-12 14:30:00,28.3198,28.34,28.2393,28.2981,21895769
2015-02-12 15:30:00,28.3019,28.3266,28.237,28.2975,30011905
2015-02-12 16:00:00,28.3042,28.3389,27.8722,28.2997,9256448
2015-02-13 10:30:00,28.34,28.378,28.1229,28.2191,45999768
2015-02-13 11:30:00,28.2191,28.2706,28.1587,28.2572,21729303
2015-02-13 12:30:00,28.2572,28.2773,28.2057,28.2393,13569145
2015-02-13 13:30:00,28.237,28.3142,28.1251,28.19,22016776
2015-02-13 14:30:00,28.1878,28.2706,28.1565,28.2594,15892349
2015-02-13 15:30:00,28.2594,28.4765,28.2549,28.4429,51738825
2015-02-13 16:00:00,28.4429,28.4429,28.2355,28.4273,8742072
2015-02-17 10:30:00,28.5593,28.8458,28.5593,28.7652,54619399
2015-02-17 11:30:00,28.7652,28.8022,28.6556,28.7482,33983036
2015-02-17 12:30:00,28.7473,28.7585,28.4855,28.5235,32307689
2015-02-17 13:30:00,28.5213,28.631,28.5101,28.5696,23648605
2015-02-17 14:30:00,28.5683,28.5985,28.5011,28.5739,18973355
2015-02-17 15:30:00,28.575,28.6757,28.5437,28.6086,38131692
2015-02-17 16:00:00,28.6086,28.7914,28.5244,28.575,9460062
2015-02-18 10:30:00,28.6556,28.7093,28.5437,28.6891,35758258
2015-02-18 11:30:00,28.6891,28.6925,28.613,28.6287,17098951
2015-02-18 12:30:00,28.6287,28.66,28.5683,28.5884,16223714
2015-02-18 13:30:00,28.5884,28.6153,28.5705,28.5817,11296820
2015-02-18 14:30:00,28.5839,28.6645,28.5481,28.6444,22439541
2015-02-18 15:30:00,28.6466,28.8234,28.6455,28.81,41476619
2015-02-18 16:00:00,28.8089,28.8167,28.5264,28.6332,12185014
2015-02-19 10:30:00,28.7966,28.8794,28.7406,28.8122,31710057
2015-02-19 11:30:00,28.8122,28.8279,28.7585,28.8111,19898042
2015-02-19 12:30:00,28.81,28.8212,28.7451,28.81,14232139
2015-02-19 13:30:00,28.81,28.8257,28.7831,28.8055,11977702
2015-02-19 14:30:00,28.8033,28.8122,28.7294,28.7988,15448449
2015-02-19 15:30:00,28.7999,28.8458,28.7227,28.7518,26937455
2015-02-19 16:00:00,28.7505,28.8221,28.716,28.7361,5522566
2015-02-20 10:30:00,28.7406,28.8324,28.7115,28.819,31488259
2015-02-20 11:30:00,28.8212,28.8458,28.772,28.7939,18257997
2015-02-20 12:30:00,28.7921,28.7966,28.7182,28.772,16915066
2015-02-20 13:30:00,28.7742,28.8324,28.763,28.8308,17249102
2015-02-20 14:30:00,28.8324,28.9387,28.8234,28.9163,26444036
2015-02-20 15:30:00,28.9174,28.9846,28.8816,28.9846,41897650
2015-02-20 16:00:00,28.9835,28.9859,28.7885,28.9712,11382760
2015-02-23 10:30:00,29.2039,29.4018,29.1838,29.3942,50711715
2015-02-23 11:30:00,29.3919,29.5218,29.3897,29.4817,42947840
2015-02-23 12:30:00,29.4815,29.5755,29.4345,29.5755,29972834
2015-02-23 13:30:00,29.5752,29.5889,29.5128,29.5607,22498379
2015-02-23 14:30:00,29.5598,29.6784,29.5576,29.6314,29775810
2015-02-23 15:30:00,29.6314,29.768,29.5564,29.7624,44739899
2015-02-23 16:00:00,29.768,29.7724,29.4562,29.7702,14439621
2015-02-24 10:30:00,29.4837,29.8351,29.4479,29.8105,57426846
2015-02-24 11:30:00,29.8107,29.9022,29.7344,29.7366,40821737
2015-02-24 12:30:00,29.7389,29.768,29.468,29.5598,39246667
2015-02-24 13:30:00,29.5598,29.7187,29.5531,29.656,22906863
2015-02-24 14:30:00,29.6538,29.7433,29.6202,29.7006,21013652
2015-02-24 15:30:00,29.6986,29.759,29.5285,29.5844,36918452
2015-02-24 16:00:00,29.5822,29.7921,29.4718,29.5777,7289956
2015-02-25 10:30:00,29.3293,29.3964,29.1547,29.2957,45785675
2015-02-25 11:30:00,29.2957,29.3785,29.2509,29.2892,22945708
2015-02-25 12:30:00,29.2892,29.3516,29.2576,29.3123,14710484
2015-02-25 13:30:00,29.3158,29.3226,29.1569,29.1592,20082912
2015-02-25 14:30:00,29.1592,29.1614,28.7115,28.9062,85387347
2015-02-25 15:30:00,28.9062,28.9465,28.6824,28.8234,69856903
2015-02-25 16:00:00,28.8257,29.4163,28.7943,28.8055,6739646
2015-02-26 10:30:00,28.3892,28.6108,28.3377,28.5795,57309798
2015-02-26 11:30:00,28.5779,28.9622,28.5759,28.9456,45207522
2015-02-26 12:30:00,28.9443,29.1122,28.8391,29.0741,55041817
2015-02-26 13:30:00,29.0741,29.2912,29.0699,29.1704,49669304
2015-02-26 14:30:00,29.1726,29.1995,28.8503,29.0159,46185547
2015-02-26 15:30:00,29.0159,29.1972,28.9152,29.1883,41836020
2015-02-26 16:00:00,29.1894,29.1972,28.4356,29.1905,7033777
2015-02-27 10:30:00,29.0741,29.2241,28.9353,29.0473,44676382
2015-02-27 11:30:00,29.0473,29.101,28.9868,29.0741,22142523
2015-02-27 12:30:00,29.0764,29.0987,29.0003,29.0316,15808573
2015-02-27 13:30:00,29.0296,29.0853,28.9734,29.0101,19907923
2015-02-27 14:30:00,29.0114,29.0137,28.8212,28.8883,28265279
2015-02-27 15:30:00,28.8883,28.9152,28.7026,28.7541,50085755
2015-02-27 16:00:00,28.7518,28.9649,28.7357,28.7675,36514102
2015-03-02 10:30:00,29.0853,29.1592,28.9174,28.9712,33953495
2015-03-02 11:30:00,28.9712,29.0495,28.9018,29.0003,18342860
2015-03-02 12:30:00,29.0003,29.0182,28.7384,28.8492,24029146
2015-03-02 13:30:00,28.8481,28.8657,28.716,28.8537,18983293
2015-03-02 14:30:00,28.8525,28.8537,28.7182,28.8167,20638893
2015-03-02 15:30:00,28.819,28.9152,28.8078,28.8906,33012176
2015-03-02 16:00:00,28.8928,28.9609,28.8458,28.8794,17595927
2015-03-03 10:30:00,28.8604,28.9756,28.7227,28.7608,30373022
2015-03-03 11:30:00,28.7608,28.8212,28.6959,28.7887,21714842
2015-03-03 12:30:00,28.7896,28.8389,28.669,28.834,15899259
2015-03-03 13:30:00,28.8324,28.8727,28.8167,28.8458,11796129
2015-03-03 14:30:00,28.8458,28.9891,28.8055,28.8816,19760991
2015-03-03 15:30:00,28.8827,28.9644,28.8469,28.9577,20451537
2015-03-03 16:00:00,28.951,28.9819,28.8514,28.9533,7515357
2015-03-04 10:30:00,28.8011,28.8995,28.7809,28.8772,20988788
2015-03-04 11:30:00,28.8772,28.9488,28.7943,28.8599,19417152
2015-03-04 12:30:00,28.8604,28.9062,28.8324,28.8682,8842409
2015-03-04 13:30:00,28.8682,28.913,28.8145,28.838,7519794
2015-03-04 14:30:00,28.8369,28.8727,28.7943,28.8337,8707861
2015-03-04 15:30:00,28.8335,28.8525,28.7205,28.7742,26775007
2015-03-04 16:00:00,28.7697,28.8481,28.7406,28.7429,12039235
2015-03-05 10:30:00,28.6086,28.6489,28.4273,28.4519,45297110
2015-03-05 11:30:00,28.4497,28.4631,28.2704,28.4116,46662970
2015-03-05 12:30:00,28.4116,28.4185,28.1475,28.1833,29119863
2015-03-05 13:30:00,28.1833,28.3019,28.1587,28.2773,19843094
2015-03-05 14:30:00,28.2728,28.4094,28.2728,28.3601,22551874
2015-03-05 15:30:00,28.3601,28.3624,28.2326,28.2907,31838517
2015-03-05 16:00:00,28.293,28.445,28.2594,28.2686,8951109
2015-03-06 10:30:00,28.9197,28.9555,28.7182,28.7876,53592774
2015-03-06 11:30:00,28.7856,28.7876,28.4967,28.6005,39721965
2015-03-06 12:30:00,28.6016,28.6867,28.5146,28.5432,26731595
2015-03-06 13:30:00,28.5448,28.5728,28.3825,28.4474,23965046
2015-03-06 14:30:00,28.4452,28.5683,28.3646,28.3713,27538564
2015-03-06 15:30:00,28.3729,28.4855,28.2594,28.3333,45244700
2015-03-06 16:00:00,28.3355,28.3691,28.3176,28.3691,12433306
2015-03-09 10:30:00,28.5414,28.6712,28.4967,28.6377,33028588
2015-03-09 11:30:00,28.6377,28.6421,28.5302,28.5571,19068921
2015-03-09 12:30:00,28.5571,28.566,28.4586,28.4608,21924163
2015-03-09 13:30:00,28.4631,29.0003,28.4429,28.7764,84059193
2015-03-09 14:30:00,28.7742,28.8369,27.9908,28.3019,116040668
2015-03-09 15:30:00,28.3019,28.5549,28.2796,28.4497,57841022
2015-03-09 16:00:00,28.4564,28.6106,28.3568,28.5079,10601869
2015-03-10 10:30:00,28.199,28.2505,27.8476,27.9684,57814033
2015-03-10 11:30:00,27.9684,28.1206,27.8834,27.8856,37295334
2015-03-10 12:30:00,27.8879,27.9214,27.7088,27.8073,39780557
2015-03-10 13:30:00,27.8095,28.0513,27.7849,27.9868,25423293
2015-03-10 14:30:00,27.9886,28.0759,27.8789,27.9573,23153947
2015-03-10 15:30:00,27.9552,28.0647,27.87,27.87,37630256
2015-03-10 16:00:00,27.8677,28.1878,27.8588,27.8722,25340839
2015-03-11 10:30:00,27.5275,27.6103,27.3306,27.4425,64353970
2015-03-11 11:30:00,27.4402,27.6887,27.429,27.6887,37514212
2015-03-11 12:30:00,27.6887,27.7334,27.579,27.6641,23273150
2015-03-11 13:30:00,27.6641,27.7222,27.5029,27.5633,23645493
2015-03-11 14:30:00,27.5656,27.6551,27.5119,27.5868,19572564
2015-03-11 15:30:00,27.5857,27.5991,27.3574,27.3619,43269494
2015-03-11 16:00:00,27.3597,27.5515,27.3597,27.4022,11620937
2015-03-12 10:30:00,27.6685,27.8521,27.6036,27.7648,40129527
2015-03-12 11:30:00,27.7625,27.8364,27.6797,27.7133,20253275
2015-03-12 12:30:00,27.7133,27.8453,27.7066,27.767,15649544
2015-03-12 13:30:00,27.7648,27.9103,27.7357,27.8812,15441107
2015-03-12 14:30:00,27.8812,27.955,27.7894,27.8881,24528005
2015-03-12 15:30:00,27.8879,27.9203,27.7939,27.8521,27881805
2015-03-12 16:00:00,27.8543,27.9205,27.3597,27.8521,13783455
2015-03-13 10:30:00,27.9259,27.9573,27.7066,27.7079,37346979
2015-03-13 11:30:00,27.7088,27.8051,27.6573,27.6967,24423119
2015-03-13 12:30:00,27.6976,27.7043,27.5119,27.6103,26087497
2015-03-13 13:30:00,27.6081,27.6453,27.4671,27.5365,22461241
2015-03-13 14:30:00,27.5387,27.5969,27.4358,27.5835,21302595
2015-03-13 15:30:00,27.5857,27.673,27.5107,27.6618,35233203
2015-03-13 16:00:00,27.6551,27.6987,27.5624,27.635,10520447
2015-03-16 10:30:00,27.6752,27.861,27.6708,27.7737,27389306
2015-03-16 11:30:00,27.776,27.8655,27.767,27.8252,15836237
2015-03-16 12:30:00,27.8252,27.8386,27.7334,27.7838,10941088
2015-03-16 13:30:00,27.7849,27.8185,27.7424,27.814,9785475
2015-03-16 14:30:00,27.814,27.8812,27.8073,27.8633,13198716
2015-03-16 15:30:00,27.8655,27.9662,27.8641,27.964,28312834
2015-03-16 16:00:00,27.9662,27.9689,27.7927,27.9662,14949745
2015-03-17 10:30:00,28.297,28.4676,28.2549,28.4286,44896679
2015-03-17 11:30:00,28.4295,28.4318,28.2415,28.3847,30223814
2015-03-17 12:30:00,28.3803,28.4362,28.3163,28.4293,18361114
2015-03-17 13:30:00,28.4253,28.4922,28.3937,28.4855,20749509
2015-03-17 14:30:00,28.4855,28.4967,28.4071,28.4474,16984041
2015-03-17 15:30:00,28.4474,28.4922,28.434,28.4362,27789923
2015-03-17 16:00:00,28.434,28.4586,28.3691,28.4519,12139334
2015-03-18 10:30:00,28.4206,28.6265,28.3993,28.5772,34329010
2015-03-18 11:30:00,28.5772,28.6086,28.4474,28.4821,17798152
2015-03-18 12:30:00,28.481,28.4877,28.3691,28.3736,14372083
2015-03-18 13:30:00,28.3713,28.4631,28.284,28.4407,17084342
2015-03-18 14:30:00,28.4407,28.7787,28.4049,28.7339,61434483
2015-03-18 15:30:00,28.7317,28.9085,28.7138,28.7541,53134592
2015-03-18 16:00:00,28.7541,28.7948,28.4138,28.7541,52030349
2015-03-19 10:30:00,28.7652,28.7899,28.6623,28.7317,31567082
2015-03-19 11:30:00,28.7294,28.7585,28.6086,28.6891,24539615
2015-03-19 12:30:00,28.6903,28.6981,28.5369,28.5369,16888236
2015-03-19 13:30:00,28.5369,28.6914,28.5146,28.5804,19589514
2015-03-19 14:30:00,28.5797,28.6914,28.5728,28.688,14347468
2015-03-19 15:30:00,28.6889,28.7048,28.5213,28.5347,31510900
2015-03-19 16:00:00,28.5358,28.6771,28.5056,28.5213,17286095
2015-03-20 10:30:00,28.6354,28.6533,28.5839,28.5929,22438513
2015-03-20 11:30:00,28.5929,28.6489,28.5504,28.5616,15317892
2015-03-20 12:30:00,28.5593,28.613,28.556,28.5907,12982962
2015-03-20 13:30:00,28.5929,28.678,28.5929,28.6354,14781621
2015-03-20 14:30:00,28.6365,28.6681,28.6041,28.6647,13819628
2015-03-20 15:30:00,28.6668,28.6757,28.0132,28.19,73870494
2015-03-20 16:00:00,28.1788,28.6263,28.1759,28.3221,79416590
2015-03-23 10:30:00,28.3456,28.5258,28.3198,28.481,24736469
2015-03-23 11:30:00,28.481,28.5011,28.3601,28.4832,18297279
